Uniprot	Histones	Absolute quantification accuracy	Length	Mass	Chromatome	Unique_razor_pept	Total_pept	Copy number Chromatome	protein_group
NaN		low	529	60.244	NaN	1	1	0	Q3MIT2
NaN		low	439	48.731	NaN	2	2	0	Q86U06
NaN		medium	279	31.932	NaN	3	3	0	Q9HAN9
NaN		medium	789	90.877	NaN	4	4	0	Q86VP1
NaN		low	700	79.995	NaN	2	2	0	P17655
NaN		low	597	67	NaN	1	1	0	Q9H8M2
NaN		medium	475	53.263	NaN	3	3	0	Q7L3T8
NaN		medium	341	37.856	NaN	3	3	0	P53365
NaN		low	659	72.996	NaN	2	2	0	Q8TE77
NaN		medium	1466	138.564	NaN	5	5	0	P02461
NaN		low	383	42.915	NaN	1	1	0	Q29983
NaN		low	315	35.408	NaN	1	1	0	Q96R72
NaN		low	1639	180.717	NaN	2	2	0	Q9UFD9
NaN		high	840	96.386	NaN	6	8	0	Q9HBG4
NaN		low	861	96.673	NaN	1	3	0	Q5JSJ4
NaN		low	402	46.405	NaN	1	1	0	Q7Z6K3
NaN		low	977	108.934	NaN	1	1	0	O94933
NaN		low	2723	304.816	NaN	2	2	0	O60281
NaN		high	300	32.936	NaN	10	10	0	Q8NBQ5
NaN		medium	431	48.507	NaN	6	6	0	P00749
NaN		medium	748	86.196	NaN	6	6	0	Q9HAU4
NaN		low	510	55.215	NaN	2	2	0	Q9UKZ1
NaN		low	780	88.314	NaN	1	1	0	Q6ZMI0
NaN		low	283	30.815	NaN	1	11	0	P0C7P4
NaN		high	288	32.806	NaN	10	10	0	Q53H82
NaN		low	1083	121.867	NaN	1	1	0	Q9UPQ0
NaN		medium	334	37.579	NaN	3	3	0	Q92905
NaN		medium	282	29.13	NaN	7	7	0	Q16270
NaN		high	860	95.376	NaN	15	15	0	P01130
NaN		low	208	23.061	NaN	2	2	0	Q9Y3B6
NaN		medium	1114	124.045	NaN	3	3	0	Q01804
NaN		low	349	39.548	NaN	2	2	0	Q6IBS0
NaN		low	203	23.373	NaN	1	1	0	Q9NX04
NaN		low	1230	138.136	NaN	2	2	0	Q03112
NaN		low	701	79.064	NaN	1	1	0	Q9H0J9
NaN		medium	3117	350.93	NaN	4	4	0	Q5VT06
NaN		low	714	79.686	NaN	1	1	0	P57058
NaN		low	426	48.112	NaN	1	3	0	O00506
NaN		medium	854	95.462	NaN	3	3	0	Q96T21
NaN		low	453	49.453	NaN	1	1	0	Q6ZT21
NaN		medium	2073	237.671	NaN	2	3	0	Q5JSL3
NaN		low	116	13.196	NaN	2	2	0	Q96HQ2
NaN		low	63	6.915	NaN	1	1	0	Q14061
NaN		low	307	35.08	NaN	1	2	0	P60510
NaN		low	1278	148.399	NaN	1	11	0	Q96F07
NaN		medium	709	80.105	NaN	4	4	0	Q5VV41
NaN		low	282	30.878	NaN	2	2	0	Q7Z7D3
NaN		medium	781	82.933	NaN	2	3	0	Q9UIU6
NaN		low	492	53.818	NaN	2	2	0	O60784
NaN		low	589	66.155	NaN	2	2	0	O75529
NaN		low	491	55.537	NaN	1	1	0	Q13098
NaN		low	546	59.272	NaN	1	1	0	O15355
NaN		medium	1390	155.641	NaN	2	3	0	O14802
NaN		low	565	61.907	NaN	1	1	0	Q6UXI9
NaN		low	464	51.544	NaN	1	1	0	O00451
NaN		medium	390	41.176	NaN	4	4	0	Q96AP7
NaN		low	381	44.279	NaN	1	3	0	Q03113
NaN		low	710	79.177	NaN	1	1	0	Q9C026
NaN		low	1915	214.5	NaN	1	1	0	A6QL64
NaN		low	741	80.763	NaN	1	1	0	P78563
NaN		low	87	9.966	NaN	1	1	0	Q9NRX3
NaN		medium	687	74.06	NaN	3	5	0	Q9HBE1
NaN		low	644	74.369	NaN	1	1	0	Q3ZCX4
NaN		low	1209	136.888	NaN	1	1	0	Q7Z570
NaN		low	909	100.61	NaN	2	2	0	Q8N9W4
NaN		low	91	9.614	NaN	2	2	0	O43504
NaN		low	450	52.313	NaN	1	1	0	Q86X95
NaN		low	594	66.897	NaN	1	1	0	Q99259
NaN		low	441	48.829	NaN	1	1	0	O15547
NaN		low	720	81.467	NaN	1	1	0	Q96BJ8
NaN		low	1242	131.591	NaN	1	1	0	P35568
NaN		high	2214	247.746	NaN	19	19	0	O95425
NaN		low	1411	151.191	NaN	1	1	0	O15014
NaN		low	532	58.304	NaN	1	1	0	Q6GMR7
NaN		low	875	98.183	NaN	1	1	0	Q7L590
NaN		low	2564	287.597	NaN	2	2	0	Q9BYW2
NaN		medium	829	95.401	NaN	3	3	0	Q5BJF6
NaN		low	561	64.19	NaN	2	2	0	Q5FBB7
NaN		low	313	35.432	NaN	1	1	0	Q9H3F6
NaN		low	322	35.76	NaN	1	1	0	P78383
NaN		low	103	11.637	NaN	1	2	0	P55854
NaN		medium	466	51.396	NaN	5	5	0	Q86VR2
NaN		medium	172	19.206	NaN	7	7	0	O95881
NaN		high	923	103.134	NaN	10	10	0	O14786
NaN		medium	327	38.17	NaN	5	6	0	O75436
NaN		medium	1870	215.309	NaN	6	6	0	Q9H7D0
NaN		low	205	23.51	NaN	1	1	0	Q13257
NaN		low	337	37.54	NaN	1	1	0	P37837
NaN		low	1127	125.303	NaN	2	2	0	Q8IWB9
NaN		low	219	24.028	NaN	2	2	0	Q96FF7
NaN		medium	753	84.429	NaN	4	8	0	P27448
NaN		low	132	14.326	NaN	1	1	0	P03973
NaN		low	223	26.047	NaN	1	1	0	Q9BRT9
NaN		low	870	100.455	NaN	1	1	0	Q8IWU5
NaN		low	196	22.222	NaN	1	1	0	P30085
NaN		low	820	91.556	NaN	2	2	0	Q12851
NaN		low	222	25.098	NaN	2	2	0	Q9BY43
NaN		low	1551	172.459	NaN	2	2	0	Q6DT37
NaN		medium	298	32.444	NaN	7	7	0	O00560
NaN		high	420	50.223	NaN	15	15	0	P80303
NaN		medium	157	16.628	NaN	3	3	0	Q86SX6
NaN		medium	491	55.521	NaN	6	6	0	P43490
NaN		low	353	37.807	NaN	1	1	0	Q8WUA8
NaN		medium	811	94.201	NaN	2	3	0	Q9Y2D4
NaN		medium	390	44.565	NaN	3	3	0	P29508
NaN		medium	612	70.178	NaN	3	3	0	Q9UKG9
NaN		low	291	32.543	NaN	2	2	0	Q86WA6
NaN		low	773	86.045	NaN	2	2	0	Q8WYQ5
NaN		low	301	32.442	NaN	1	1	0	Q8N6D5
NaN		low	480	52.222	NaN	1	1	0	P11172
NaN		low	1022	115.126	NaN	1	1	0	Q8IVU3
NaN		medium	788	86.707	NaN	5	5	0	Q6P996
NaN		medium	823	93.808	NaN	3	3	0	Q92613
NaN		medium	962	104.642	NaN	3	3	0	O00192
NaN		low	665	75.564	NaN	2	2	0	Q9Y2J8
NaN		low	1119	123.434	NaN	1	1	0	Q6UXM1
NaN		high	925	104.924	NaN	14	14	0	P22413
NaN		medium	402	45.06	NaN	6	6	0	P05121
NaN		high	627	70.756	NaN	8	8	0	O60826
NaN		medium	583	66.229	NaN	6	7	0	Q8NHH9
NaN		medium	400	44.424	NaN	3	3	0	P36507
NaN		medium	1032	113.01	NaN	6	6	0	O94855
NaN		medium	313	33.909	NaN	7	7	0	Q96LJ7
NaN		high	669	73.461	NaN	11	11	0	O94925
NaN		low	165	18.092	NaN	2	2	0	O60613
NaN		low	216	24.212	NaN	2	2	0	O43708
NaN		medium	442	49.433	NaN	6	6	0	Q4G0N4
NaN		medium	207	23.129	NaN	3	3	0	Q8WW59
NaN		medium	337	37.092	NaN	4	4	0	Q9BQE5
NaN		medium	380	42.457	NaN	3	3	0	Q6DKK2
NaN		low	215	24.866	NaN	2	2	0	Q99766
NaN		low	185	18.848	NaN	1	1	0	P14209
NaN		low	399	44.129	NaN	2	2	0	Q86YH6
NaN		medium	979	107.168	NaN	3	3	0	Q8TD19
NaN		low	293	31.077	NaN	2	2	0	Q9NRG7
NaN		low	336	37.979	NaN	1	1	0	O14657
NaN		low	578	65.505	NaN	1	1	0	Q5T160
NaN		low	785	89.083	NaN	1	1	0	Q9H9E3
NaN		low	327	37.14	NaN	2	2	0	Q5HYK3
NaN		low	655	69.662	NaN	2	2	0	Q12778
NaN		low	321	35.714	NaN	1	1	0	Q5JU69
NaN		low	544	60.069	NaN	1	1	0	Q96D53
NaN		medium	366	39.337	NaN	4	4	0	O00442
NaN		medium	204	23.4	NaN	3	4	0	P62070
NaN		medium	394	42.835	NaN	4	4	0	Q92597
NaN		medium	675	80.658	NaN	4	4	0	Q0ZGT2
NaN		low	149	17.303	NaN	1	1	0	P16949
NaN		low	233	26.801	NaN	1	1	0	Q15012
NaN		medium	940	106.266	NaN	4	4	0	Q7Z7M9
NaN		low	610	68.682	NaN	1	1	0	Q9NPC7
NaN		low	739	81.662	NaN	1	1	0	P50443
NaN		medium	172	18.856	NaN	4	4	0	Q9UMX5
NaN		medium	192	21.184	NaN	5	5	0	Q07812
NaN		medium	144	16.62	NaN	3	3	0	Q4VC31
NaN		medium	306	34.193	NaN	6	6	0	P50897
NaN		medium	503	55.96	NaN	5	5	0	P36897
NaN		medium	301	33.843	NaN	4	4	0	Q8NBJ7
NaN		medium	324	36.748	NaN	4	4	0	Q9NUQ9
NaN		medium	517	57.206	NaN	5	7	0	P30837
NaN		low	254	28.463	NaN	2	2	0	Q9UMS0
NaN		medium	534	57.235	NaN	3	3	0	Q5ZPR3
NaN		medium	397	46.199	NaN	3	3	0	Q9H497
NaN		medium	388	43.956	NaN	3	3	0	Q9H488
NaN		low	432	49.88	NaN	1	6	0	P14136
NaN		low	182	19.536	NaN	1	1	0	Q9Y3D2
NaN		low	353	38.192	NaN	2	2	0	Q6UXH1
NaN		low	391	43.72	NaN	2	2	0	Q15011
NaN		low	107	12.114	NaN	1	1	0	Q53S33
NaN		low	166	18.383	NaN	1	1	0	Q99757
NaN		low	440	48.928	NaN	2	2	0	Q8N0Z6
NaN		medium	743	83.07	NaN	3	3	0	Q8IYQ7
NaN		low	369	41.054	NaN	1	1	0	Q9NZJ6
NaN		low	289	32.772	NaN	1	1	0	Q8N5M1
NaN		low	352	39.933	NaN	1	1	0	Q96A49
NaN		low	529	60.703	NaN	2	2	0	P06865
NaN		low	487	55.482	NaN	1	1	0	Q8NDZ6
NaN		low	612	68.108	NaN	1	1	0	Q8TB96
NaN		low	432	47.716	NaN	1	1	0	P23526
NaN		low	589	65.472	NaN	1	1	0	Q8NHP8
NaN		low	1286	146.682	NaN	1	1	0	Q96KN7
NaN		low	1693	189.223	NaN	2	2	0	Q4KWH8
NaN		low	1213	138.109	NaN	1	1	0	Q7Z7B0
NaN		low	1065	117.826	NaN	1	1	0	Q9Y283
NaN		high	582	64.245	NaN	13	13	0	Q96AY3
NaN		medium	224	24.327	NaN	3	3	0	P55327
NaN		medium	217	24.277	NaN	3	3	0	Q99807
NaN		low	362	41.493	NaN	2	2	0	P25106
NaN		medium	788	85.936	NaN	4	4	0	P18564
NaN		low	256	29.481	NaN	1	1	0	O00584
NaN		low	578	64.753	NaN	1	1	0	Q9BV94
NaN		low	487	55.63	NaN	2	2	0	Q13043
NaN		low	1514	163.818	NaN	1	1	0	O60336
NaN		medium	615	68.125	NaN	5	5	0	Q96CM8
NaN		low	425	47.255	NaN	1	1	0	Q9HB19
NaN		low	294	33.36	NaN	1	1	0	Q15777
NaN		low	803	87.928	NaN	1	1	0	Q13105
NaN		low	2506	284.688	NaN	2	2	0	Q96JM2
NaN		low	1314	148.515	NaN	1	1	0	Q5XPI4
NaN		low	223	25.387	NaN	1	1	0	Q9BV86
NaN		low	292	33.304	NaN	1	1	0	Q00535
NaN		low	436	49.244	NaN	1	1	0	Q15118
NaN		low	710	78.636	NaN	2	2	0	Q2TAK8
NaN		medium	1081	118.715	NaN	3	3	0	Q8TEX9
NaN		low	1949	216.467	NaN	1	1	0	Q4ZG55
NaN		high	1210	134.277	NaN	24	25	0	P00533
NaN		medium	477	53.785	NaN	3	3	0	Q9ULS5
NaN		low	846	95.115	NaN	1	1	0	Q15398
NaN		medium	594	67.569	NaN	6	6	0	P61764
NaN		medium	532	57.825	NaN	4	4	0	P05362
NaN		low	140	15.805	NaN	1	1	0	Q6GMV3
NaN		low	344	39.281	NaN	2	2	0	Q9NS73
NaN		low	780	90.955	NaN	1	1	0	Q93034
NaN		medium	254	27.873	NaN	3	3	0	O95571
NaN		low	459	48.843	NaN	2	2	0	Q9NWU1
NaN		low	103	11.321	NaN	1	1	0	P27469
NaN		high	1272	141.347	NaN	11	11	0	O60610
NaN		medium	587	65.266	NaN	4	4	0	Q8NFF5
NaN		low	422	46.127	NaN	1	1	0	Q7Z7E8
NaN		low	694	75.483	NaN	1	1	0	Q5PRF9
NaN		medium	2298	258.23	NaN	4	4	0	Q9Y3R5
NaN		low	1121	127.135	NaN	1	1	0	Q6IQ23
NaN		low	205	22.949	NaN	2	2	0	P49720
NaN		low	323	37.629	NaN	2	2	0	Q5PSV4
NaN		low	144	17.005	NaN	1	1	0	Q9Y587
NaN		medium	1069	121.737	NaN	4	4	0	Q9Y3P9
NaN		low	310	33.652	NaN	1	1	0	Q9BSV6
NaN		low	942	103.932	NaN	2	2	0	Q16512
NaN		low	316	35.684	NaN	1	1	0	Q9H1D9
NaN		low	265	29.166	NaN	1	1	0	Q8TBG9
NaN		low	409	42.851	NaN	1	1	0	A4D1S0
NaN		low	531	60.903	NaN	1	1	0	Q9NV72
NaN		low	1054	119.888	NaN	1	1	0	O94887
NaN		high	687	77.329	NaN	13	14	0	P21980
NaN		high	581	62.543	NaN	8	8	0	Q9P270
NaN		medium	596	63.945	NaN	5	5	0	Q96HC4
NaN		medium	1129	125.498	NaN	5	5	0	Q9ULH1
NaN		low	204	22.423	NaN	1	1	0	Q96AH0
NaN		low	667	75.251	NaN	2	2	0	O15344
NaN		medium	966	107.413	NaN	3	3	0	Q14596
NaN		low	465	53.416	NaN	1	1	0	O00635
NaN		medium	2948	309.427	NaN	2	3	0	O95359
NaN		medium	523	57.904	NaN	3	3	0	Q8TD30
NaN		low	302	34.551	NaN	1	1	0	Q8TDX7
NaN		low	184	20.878	NaN	1	1	0	P36404
NaN		medium	772	85.948	NaN	3	3	0	Q9P2E5
NaN		low	362	42.324	NaN	2	2	0	Q8IUS5
NaN		low	371	39.011	NaN	1	1	0	Q96H72
NaN		low	406	44.742	NaN	1	1	0	Q6P499
NaN		medium	2440	270.21	NaN	2	3	0	O75376
NaN		low	71	7.68	NaN	1	1	0	A0A0U1RRL7
NaN		low	187	21.057	NaN	2	2	0	P30086
NaN		low	104	11.955	NaN	2	2	0	Q5U5X0
NaN		medium	507	55.556	NaN	6	6	0	Q6ZVM7
NaN		medium	358	40.058	NaN	4	6	0	P13747
NaN		low	264	29.204	NaN	2	2	0	P28070
NaN		medium	475	52.878	NaN	5	5	0	Q96KP4
NaN		medium	303	33.868	NaN	4	4	0	Q9UBR2
NaN		low	225	25.431	NaN	2	2	0	Q8TAA5
NaN		low	155	17.178	NaN	1	1	0	Q8IVP5
NaN		medium	369	42.266	NaN	2	3	0	Q5T7V8
NaN		low	376	42.321	NaN	2	2	0	Q9H4I3
NaN		low	239	27.402	NaN	2	2	0	Q9UL46
NaN		medium	623	71.422	NaN	4	4	0	P52739
NaN		medium	400	43.165	NaN	3	3	0	Q8NC42
NaN		medium	492	55.651	NaN	3	3	0	Q2TAA5
NaN		medium	518	56.18	NaN	4	4	0	Q9Y5Z0
NaN		low	380	41.796	NaN	2	2	0	O00154
NaN		low	504	55.316	NaN	2	2	0	Q96AD5
NaN		low	448	51.57	NaN	1	1	0	Q8NA61
NaN		low	205	23.449	NaN	1	1	0	P55789
NaN		low	195	22.151	NaN	1	1	0	Q9UBI1
NaN		low	562	58.26	NaN	2	2	0	P52594
NaN		low	289	32.251	NaN	1	1	0	O43396
NaN		low	406	43.864	NaN	1	1	0	Q8WWB7
NaN		low	379	42.193	NaN	1	1	0	Q86WV6
NaN		low	248	28.31	NaN	1	1	0	Q8N129
NaN		low	388	45.119	NaN	1	1	0	O43286
NaN		low	515	56.828	NaN	1	2	0	Q92536
NaN		low	757	86.36	NaN	2	2	0	Q9H1I8
NaN		low	791	88.088	NaN	2	2	0	Q6ZSS7
NaN		low	292	33.526	NaN	1	1	0	Q99614
NaN		low	544	61.987	NaN	2	2	0	Q7Z449
NaN		low	580	65.022	NaN	1	1	0	Q9GZU1
NaN		low	713	80.641	NaN	1	1	0	Q99797
NaN		medium	2157	243.401	NaN	3	3	0	Q13459
NaN		medium	288	31.675	NaN	3	3	0	Q8NCW5
NaN		low	318	33.456	NaN	2	2	0	Q99674
NaN		medium	371	39.386	NaN	3	3	0	Q96IR7
NaN		low	275	30.24	NaN	2	2	0	Q13938
NaN		medium	302	33.548	NaN	3	3	0	O75911
NaN		low	204	22.969	NaN	1	1	0	Q9Y294
NaN		low	395	43.432	NaN	2	2	0	Q8TEY5
NaN		low	247	28.353	NaN	1	1	0	O75192
NaN		low	327	35.941	NaN	2	2	0	P01861
NaN		low	349	39.096	NaN	1	1	0	Q8WTS1
NaN		low	421	47.375	NaN	2	2	0	Q9BQS2
NaN		low	412	47.82	NaN	1	1	0	Q14642
NaN		low	361	37.828	NaN	1	1	0	P81877
NaN		low	476	53.151	NaN	1	1	0	P16870
NaN		low	703	77.214	NaN	1	1	0	P23142
NaN		low	472	52.391	NaN	1	1	0	Q13228
NaN		low	805	90.045	NaN	1	1	0	Q7Z403
NaN		low	883	100.875	NaN	1	1	0	P52849
NaN		low	1093	119.113	NaN	1	1	0	Q96JA1
NaN		low	555	62.616	NaN	1	1	0	P34913
NaN		low	2002	224.295	NaN	1	1	0	Q7RTP6
NaN		low	63	6.407	NaN	1	1	0	Q8TAD7
NaN		low	1431	149.814	NaN	1	1	0	Q8WXD9
NaN		high	464	54.304	NaN	8	8	0	Q9BZD4
NaN		low	503	58.23	NaN	2	2	0	Q5VU57
NaN		low	459	48.811	NaN	1	1	0	Q8TBJ5
NaN		low	463	51.854	NaN	1	1	0	P53634
NaN		medium	654	73.201	NaN	3	3	0	Q9NW82
NaN	+	low	136	15.328	NaN	2	11	0	P84243
NaN		medium	330	37.636	NaN	3	3	0	O00170
NaN		low	600	68.361	NaN	1	1	0	Q6TFL4
NaN		low	780	84.652	NaN	1	1	0	Q8TBE0
NaN		high	507	58.572	NaN	9	9	0	Q7Z4H8
NaN		low	631	73.198	NaN	1	2	0	Q567U6
NaN		medium	680	76.785	NaN	3	3	0	Q9H3D4
NaN		medium	223	25.268	NaN	5	5	0	P27144
NaN		low	484	53.287	NaN	1	1	0	A5YM69
NaN		low	2248	247.367	NaN	1	1	0	Q9C0G0
NaN		low	530	59.627	NaN	1	1	0	D6RBQ6
NaN		low	1721	195.422	NaN	1	2	0	Q15811
NaN		low	744	73.364	NaN	1	1	0	P27658
NaN		medium	175	20.02	NaN	3	3	0	P02792
NaN		medium	537	61.054	NaN	6	6	0	Q9P0J1
NaN		low	401	45.016	NaN	2	2	0	Q8WV24
NaN		low	1094	128.015	NaN	1	1	0	Q6ZU80
NaN		medium	432	47.485	NaN	4	4	0	P45954
NaN		low	332	36.187	NaN	2	2	0	Q06136
NaN		low	540	60.988	NaN	1	1	0	Q14449
NaN		low	502	55.084	NaN	1	1	0	Q9NZ09
NaN		low	1761	193.54	NaN	1	1	0	A4D0S4
NaN		low	71	8.053	NaN	1	1	0	Q6ZYL4
NaN		low	192	20.643	NaN	2	2	0	Q6PI98
NaN		low	154	17.862	NaN	1	1	0	P68036
NaN		medium	756	86.72	NaN	3	3	0	Q92674
NaN		low	784	83.496	NaN	1	1	0	Q66K89
NaN		low	258	31.035	NaN	1	1	0	P0C7W6
NaN		low	368	40.916	NaN	1	1	0	P49842
NaN		low	421	49.518	NaN	1	1	0	Q9NVH6
NaN		medium	1403	159.582	NaN	3	3	0	Q13075
NaN		medium	162	18.291	NaN	5	5	0	P51636
NaN		high	425	47.173	NaN	8	8	0	O95810
NaN		medium	266	29.966	NaN	4	4	0	P01911
NaN		medium	918	103.537	NaN	3	3	0	P40189
NaN		medium	335	36.978	NaN	5	5	0	Q03405
NaN		high	434	48.705	NaN	10	10	0	Q53EU6
NaN		medium	266	30.366	NaN	3	3	0	P48060
NaN		low	391	43.661	NaN	2	2	0	Q9H3M7
NaN		low	318	36.536	NaN	2	2	0	Q9H1A3
NaN		low	154	16.885	NaN	1	1	0	Q8NCS4
NaN		low	183	21.09	NaN	1	1	0	Q9NX08
NaN		medium	564	63.108	NaN	2	3	0	Q86YQ8
NaN		medium	1325	149.527	NaN	6	6	0	O15439
NaN		medium	666	74.824	NaN	3	3	0	O75326
NaN		medium	1896	211.067	NaN	5	8	0	Q9UIW2
NaN		low	900	96.749	NaN	2	2	0	Q00653
NaN		low	580	65.591	NaN	1	1	0	Q5T6S3
NaN		low	407	45.009	NaN	1	1	0	Q8NBT0
NaN		low	297	33.672	NaN	1	1	0	Q9H1U9
NaN		low	285	29.644	NaN	2	2	0	O95865
NaN		low	447	50.583	NaN	1	2	0	P31150
NaN		low	617	71.307	NaN	2	2	0	Q96RU3
NaN		low	297	33.01	NaN	1	1	0	O14972
NaN		low	453	51.641	NaN	1	1	0	Q9Y6X5
NaN		low	1464	164.199	NaN	2	2	0	A0JNW5
NaN		low	2015	225.393	NaN	2	2	0	Q38SD2
NaN		low	716	83.197	NaN	1	1	0	Q6ZPD9
NaN		low	129	15.225	NaN	2	2	0	Q9BRT6
NaN		medium	481	54.744	NaN	3	3	0	Q8TCG2
NaN		low	210	23.053	NaN	1	1	0	Q12999
NaN		low	244	27.775	NaN	1	1	0	Q6UX53
NaN		medium	1088	120.259	NaN	3	3	0	Q8N1F8
NaN		low	382	42.387	NaN	1	1	0	Q9UHK6
NaN		low	1871	207.703	NaN	2	5	0	P51805
NaN		low	645	74.192	NaN	1	1	0	Q8NG66
NaN		low	299	34.359	NaN	1	1	0	Q96M11
NaN		low	522	58.026	NaN	1	1	0	P34059
NaN		medium	5762	596.34	NaN	3	4	0	Q9HC84
NaN		low	931	103.146	NaN	1	1	0	O95185
NaN		low	1664	177.544	NaN	2	2	0	Q5VV67
NaN		low	793	89.426	NaN	1	1	0	O14782
NaN		medium	541	62.253	NaN	3	3	0	Q5T9L3
NaN		low	418	47.99	NaN	1	1	0	Q9UNP4
NaN		low	582	65.547	NaN	1	1	0	Q9P2F9
NaN		low	456	49.212	NaN	10	24	0	P19012
NaN		medium	651	74.107	NaN	2	3	0	Q9NYV6
NaN		low	348	37.348	NaN	1	2	0	P52951
NaN		low	258	29.207	NaN	1	3	0	Q5JUX0
NaN		low	743	79.389	NaN	2	7	0	O15119
NaN		low	669	72.759	NaN	1	2	0	Q9BRK4
NaN		medium	1417	159	NaN	3	3	0	P54132
NaN		low	290	34.019	NaN	1	1	0	Q9Y2B4
NaN		medium	314	35.864	NaN	6	6	0	Q9NT62
NaN		low	203	22.088	NaN	2	2	0	P07203
NaN		low	566	61.447	NaN	1	1	0	O43566
NaN		low	975	112.535	NaN	1	1	0	Q9UI26
NaN		medium	2439	257.051	NaN	6	6	0	Q6W4X9
NaN		low	756	88.066	NaN	1	1	0	O95461
NaN		low	1690	191.064	NaN	1	1	0	Q12756
NaN		high	574	63.368	NaN	19	19	0	P21589
NaN		high	390	43.476	NaN	13	13	0	Q6NZI2
NaN		low	1113	127.14	NaN	1	1	0	Q5M9N0
NaN		medium	531	60.235	NaN	3	3	0	Q02318
NaN		medium	654	72.661	NaN	3	3	0	Q03169
NaN		low	229	25.569	NaN	1	1	0	P68402
NaN		low	540	59.738	NaN	1	1	0	Q9NZN8
NaN		low	315	37.548	NaN	1	1	0	Q70Z53
NaN		low	1938	212.86	NaN	1	1	0	Q2TAZ0
NaN		low	366	40.649	NaN	1	9	0	P10321
NaN		low	330	36.84	NaN	2	2	0	Q9NU53
NaN		medium	708	79.818	NaN	3	4	0	Q96T51
NaN		low	912	102.435	NaN	2	2	0	Q92888
NaN		low	1807	200.608	NaN	2	2	0	P49815
NaN		medium	1697	193.461	NaN	2	3	0	Q9NZM3
NaN		low	459	52.293	NaN	1	1	0	D6REC4
NaN		low	1649	186.911	NaN	2	2	0	Q9P2K8
NaN		low	648	72.728	NaN	1	1	0	Q9HA65
NaN		low	950	107.004	NaN	1	1	0	Q8TF05
NaN		low	76	8.544	NaN	1	1	0	O75506
NaN		low	106	11.841	NaN	1	1	0	O60397
NaN		medium	885	99.188	NaN	3	3	0	Q4FZB7
NaN		low	308	33.885	NaN	1	1	0	Q5SW96
NaN		low	376	42.19	NaN	1	1	0	O43502
NaN		low	1013	105.114	NaN	1	2	0	Q9P1Z0
NaN		low	1113	124.967	NaN	1	1	0	Q9Y3M8
NaN		low	1242	131.668	NaN	1	1	0	Q8N398
NaN		low	2224	251.703	NaN	1	2	0	P12259
NaN		low	986	114.078	NaN	1	1	0	Q5XXA6
NaN		medium	103	11.84	NaN	4	5	0	Q9NS25
NaN	+	low	127	14.167	NaN	2	7	0	Q96A08
NaN		high	349	38.091	NaN	10	10	0	P29279
NaN		medium	271	29.413	NaN	5	5	0	P15407
NaN		medium	165	17.888	NaN	3	3	0	P05161
NaN		medium	97	10.982	NaN	2	3	0	Q9NY87
NaN		high	381	42.027	NaN	8	8	0	O00622
NaN		medium	579	63.705	NaN	6	7	0	O00425
NaN		high	562	62.917	NaN	8	8	0	P00750
NaN		low	163	18.429	NaN	2	2	0	P54852
NaN		high	2080	237.295	NaN	12	15	0	O75923
NaN		low	98	11.117	NaN	1	1	0	P29034
NaN		low	161	17.888	NaN	1	1	0	Q6ZNK6
NaN		low	220	24.399	NaN	1	1	0	P16035
NaN		medium	1253	142.158	NaN	6	6	0	Q86SQ0
NaN		low	595	66.592	NaN	2	2	0	Q9Y5X1
NaN		medium	480	53.765	NaN	3	3	0	O43854
NaN		low	480	51.287	NaN	2	2	0	Q92743
NaN		medium	1124	124.074	NaN	4	4	0	P37275
NaN		low	311	35.116	NaN	1	1	0	O14495
NaN		low	309	35.171	NaN	1	1	0	Q9H479
NaN		low	802	91.641	NaN	2	2	0	O60890
NaN		low	414	47.748	NaN	1	1	0	P61812
NaN		low	719	79.232	NaN	1	1	0	Q86UG4
NaN		low	417	46.944	NaN	1	1	0	P28300
NaN		low	970	108.972	NaN	1	1	0	O00444
NaN		low	662	73.818	NaN	1	1	0	O43572
NaN		medium	190	22.826	NaN	4	4	0	Q9NRW3
NaN		low	263	29.456	NaN	1	7	0	P22090
NaN		medium	254	28.621	NaN	3	3	0	P01903
NaN		low	94	10.645	NaN	1	1	0	Q9Y6D0
NaN		medium	211	24.145	NaN	3	3	0	P35625
NaN		medium	282	28.991	NaN	3	3	0	Q9NPF0
NaN		medium	774	86.725	NaN	6	6	0	Q9Y4K0
NaN		low	275	29.946	NaN	2	2	0	Q7Z7K6
NaN		low	97	10.92	NaN	1	1	0	C9JLW8
NaN		low	158	17.652	NaN	1	1	0	P10124
NaN		medium	791	88.893	NaN	5	5	0	O95479
NaN		medium	570	65.065	NaN	3	3	0	Q7Z6J6
NaN		medium	757	83.536	NaN	3	3	0	Q96J84
NaN		medium	678	74.925	NaN	3	3	0	Q14393
NaN		low	378	43.084	NaN	1	2	0	Q92784
NaN		low	315	34.688	NaN	1	1	0	O43597
NaN		low	281	32.509	NaN	1	1	0	P50591
NaN		medium	1100	124.108	NaN	4	4	0	O94875
NaN		low	683	77.802	NaN	2	2	0	O94929
NaN		low	1193	130.976	NaN	2	2	0	Q13753
NaN		low	796	87.965	NaN	2	2	0	P55287
NaN		low	358	40.939	NaN	1	1	0	Q96PF2
NaN		low	1261	142.064	NaN	2	2	0	Q52LW3
NaN		low	478	52.2	NaN	1	1	0	O60669
NaN		low	1011	114.024	NaN	2	2	0	Q86W92
NaN		low	407	44.24	NaN	1	1	0	P41970
NaN		low	756	84.483	NaN	1	1	0	Q96JB6
